query,score,name,type,id,image,description,url,article
coconuts,31.42683982849121,Coconuts Musume,MusicGroup Thing,kg:/m/06byd4,,Girl group,https://en.wikipedia.org/wiki/Coconuts_Musume,"Coconuts Musume was a Japanese idol girl group formed by Up-Front Promotion in 1999 and associated with Hello! Project. It was promoted as the ""girls from Hawaii."" After nine years, the group officially disbanded when Ayaka Kimura graduated from Hello! Project."
coconuts,25.48122024536133,Coconuts Media,Corporation Thing Organization,kg:/g/11c30syz_7,,Media company,https://en.wikipedia.org/wiki/Coconuts_Media,"Coconuts Media is a multi-national media company across Asia that publishes a network of local city websites and documentary videos online. The company serves eight cities and countries across South East Asia, namely Bangkok. "
coconuts,18.39815139770508,Coconuts,MusicAlbum Thing,kg:/m/011x44wd,,Album by Jane,https://en.wikipedia.org/wiki/Coconuts_(album),"COcOnuts is the second album released by Jane, comprising Animal Collective member Panda Bear, and Scott Mou. It was originally self-released on CD-R's, but later became the first album released by Psych-o-path Records in 2005. "
coconuts,8.874852180480957,The Coconuts,Thing TVSeries,kg:/m/0zcvnmy,,Sitcom,,
coconuts,7.0,Coconuts,Thing,kg:/g/1s05m_tld,,Song by Enrique Y Ana,,
coconuts,7.0,CocoNuts,Thing VideoGame,kg:/m/0kynh6s,,Video game,,
coconuts,7.0,Coconuts,Thing,kg:/g/1q5jf96pn,,Song by Gus &amp; Frank,,
coconuts,7.0,Coconuts,Thing,kg:/g/1s05nwp29,,,,
coconuts,7.0,Coconuts,Thing,kg:/m/09djjz,,Fictional character,,
coconuts,7.0,Coconuts,Thing,kg:/g/11j3xnkcj9,,,,
coconuts,7.0,Coconuts,Event Thing,kg:/g/11frnt_m_y,,,,
coconuts,7.0,Coconuts,VisualArtwork Thing,kg:/g/11ckvf1r43,,Artwork,,
coconuts,7.0,Coconuts,Thing,kg:/g/1q5j1c034,,,,
coconuts,7.0,Coconuts,Thing,kg:/g/11c6chrgtb,,,,
coconuts,7.0,Coconuts,Thing,kg:/g/11f5vbk2py,,,,
coconuts,7.0,Coconuts,Thing,kg:/g/1s05wgmfh,,,,
coconuts,7.0,Coconuts,VisualArtwork Thing,kg:/g/11c3tgj_h9,,Artwork,,
coconuts,7.0,Coconuts,Event Thing,kg:/g/11j1cyzjgb,,,,
collard greens,7633.982421875,Collard,Thing,kg:/g/120pgmhx,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTqk8CbM5vBrznozdCyNHOKd0aCPqfLDtvQjxdLMP5xV0F3er8u,Vegetable,https://en.wikipedia.org/wiki/Collard_(plant),"Collard refers to certain loose-leafed cultivars of Brassica oleracea, the same species as many common vegetables, including cabbage and broccoli. Collard is part of the Acephala Group of the species, which includes kale and spring greens. They are in the same cultivar group owing to their genetic similarity. The name ""collard"" comes from the word ""colewort"".
"
collard greens,1483.679931640625,Stuffed Collard Greens,Thing,kg:/g/1yxkhh_gq,,,,
collard greens,696.517822265625,Collard Greens,MusicComposition Thing,kg:/m/0wxpvqd,,Song,https://en.wikipedia.org/wiki/Collard_Greens_(song),"""Collard Greens"" is a song by American hip hop recording artist Schoolboy Q, released on June 11, 2013 as the lead single from his third studio album Oxymoron. "
collard greens,40.85628890991211,Collard Greens,Thing,kg:/g/1s05s0tyb,,Song by ScHoolboy Q,,
collard greens,24.0,Collard Greens,Thing,kg:/g/11ghfqn9b2,,,,
collard greens,24.0,Collard Greens,Thing,kg:/g/1q5j2_rng,,,,
coriander,9189.5927734375,Coriander,Thing,kg:/m/01y4xf,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRVCpOYlsTRVVspfMAeHINZGHfF211hu0YLr9IIs0WUHyQy-_GI,Plants,https://en.wikipedia.org/wiki/Coriander,"Coriander is an annual herb in the family Apiaceae. It is also known as Chinese parsley, and in the United States the stems and leaves are usually called cilantro. "
coriander,807.5962524414062,Coriander,Thing,kg:/g/11bc67_0w3,,Food,,
coriander,505.7447204589844,Fennel flower,Thing,kg:/m/06h3pn,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQbqZa2_2JtOLhHT-XsWHAsldN6clxulFWGfcnhwBXKhyjEXPXy,Plants,https://en.wikipedia.org/wiki/Nigella_sativa,"Nigella sativa is an annual flowering plant in the family Ranunculaceae, native to South and West Asia.
N. sativa grows to 20–30 cm tall, with finely divided, linear leaves. "
coriander,388.4736938476562,Tabil,Thing,kg:/m/04gn31z,,,https://en.wikipedia.org/wiki/Tabil,"Tabil is an Algerian and Tunisian spice mixture generally consisting of ground coriander seed, caraway seed, garlic powder, and chili powder. Other ingredients might also be included, such as rose flower powder, cumin, mint, laurel, cloves or turmeric. The term can also refer to coriander by itself."
coriander,215.6939086914062,Culantro,Thing,kg:/m/062phs,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT6kQWyHt9rClCpKS18meZye1MATUWIh_iTcN8RlT76RnDBro_T,Plants,https://en.wikipedia.org/wiki/Eryngium_foetidum,"Eryngium foetidum is a tropical perennial herb in the family Apiaceae. Common names include culantro, recao, shadow beni, Mexican coriander, bhandhania, long coriander, sawtooth coriander, and ngò gai. "
coriander,198.1022338867188,Vietnamese coriander,Thing,kg:/m/0267z56,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQtV6Sj6XxdpGkLUORjo-OtqveoOxuQclXavklBCqN9lc4aiEEY,Plants,https://en.wikipedia.org/wiki/Persicaria_odorata,"Persicaria odorata, known as rau răm or Vietnamese coriander, is a herb whose leaves are used in Southeast Asian cooking. Other names for this herb include Vietnamese mint, Vietnamese cilantro, hot mint, laksa leaf, and praew leaf.
"
coriander,102.6784133911133,Yerba Porosa,Thing,kg:/m/049h2f,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQLpDDCtuWSQYYiuZcu8X1CCbnzmJAuwCatZVxiNB2kMXlTJnbn,Plants,https://en.wikipedia.org/wiki/Porophyllum_ruderale,"Porophyllum ruderale is an herbaceous annual plant whose leaves can be used for seasoning food. The taste has been described as ""somewhere between arugula, cilantro and rue."" The plant is commonly grown in Mexico and South America for use in salsas. "
coriander,94.01951599121094,Coriander seed,Thing,kg:/m/0k5tj1n,,,,
coriander,44.84932708740234,Scent of coriander,Thing TVSeries,kg:/g/121xd1mm,,TV program,,
coriander,11.98498630523682,Coriander Cumin and Saffron Masala,Thing,kg:/g/11gyxhb5ck,,Fictional character,,
coriander,7.0,Coriander,Thing,kg:/g/11f_dmmgxy,,,,
coriander,7.0,Coriander,Thing,kg:/g/1s05tqrrc,,,,
coriander,7.0,Coriander,Thing,kg:/g/1q5jd1rg5,,,,
coriander,7.0,Coriander,Thing,kg:/g/11h3cb6p2f,,,,
coriander,7.0,Coriander,Event Thing,kg:/g/11j2hrsg9s,,,,
coriander,7.0,Coriander,MusicRecording Thing,kg:/g/11by_y7ydn,,Song by MF DOOM,,
coriander,7.0,Coriander,MusicRecording Thing,kg:/m/0fw7d7t,,,,
corn,4923.17724609375,Maize,Thing,kg:/m/053wn,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgn-E-ipbJF7yFF-d8CcLIzcy9XLPe3niwBpE7P_59Xxaipxx7,Plants,,
corn,1979.126098632812,Cornbread,Thing,kg:/m/01kg8r,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8G4CujaUH27XH07VXvKyjQjfyju9WYsk1qG8X12xS9ZI9JheV,,https://en.wikipedia.org/wiki/Cornbread,"Cornbread is any quick bread containing cornmeal, and a Native American cuisine. They are usually leavened by baking powder."
corn,1744.333984375,Maize,Thing,kg:/g/1226lvn2,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSgn-E-ipbJF7yFF-d8CcLIzcy9XLPe3niwBpE7P_59Xxaipxx7,Plants,https://en.wikipedia.org/wiki/Maize,"Maize, also known as corn, is a cereal grain first domesticated by indigenous peoples in southern Mexico about 10,000 years ago. "
corn,1565.001953125,Popcorn,Thing,kg:/m/01hrv5,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRkj2HY-dZ4VvpmdwcLebJG75OMRPT7Tg5mKvJ1Wu7MyoIPx-xz,,https://en.wikipedia.org/wiki/Popcorn,"Popcorn is a variety of corn kernel which expands and puffs up when heated; the same names are also used to refer to the foodstuff produced by the expansion.
"
corn,1460.760498046875,Corn starch,Thing,kg:/m/02dszx,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTs-FY8DDn6r4diCVwjkGV223CWYPCvFcNq2_Po4WXKJJCZJ8of,Medication,https://en.wikipedia.org/wiki/Corn_starch,"Corn starch or maize starch is the starch derived from the corn grain. The starch is obtained from the endosperm of the kernel. Corn starch is a common food ingredient, used in thickening sauces or soups, and in making corn syrup and other sugars. "
corn,1448.539428710938,Cornice,Thing,kg:/m/01_64b,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTSeQAHDB8LSSLiCf6unos_hUe3htSHZfNlJfwp5VR3U3jSYhkJ,,https://en.wikipedia.org/wiki/Cornice,"In architecture, a cornice is generally any horizontal decorative molding that crowns a building or furniture element – the cornice over a door or window, for instance, or the cornice around the top edge of a pedestal or along the top of an interior wall. "
corn,1182.219482421875,Cornet,Thing,kg:/m/020w2,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQBz0bCFt3vdAwgaRQ1l6NigqSm_prUKOpKGlkIp7QjE_3U4fI-,Musical instrument,https://en.wikipedia.org/wiki/Cornet,"The cornet is a brass instrument similar to the trumpet but distinguished from it by its conical bore, more compact shape, and mellower tone quality. "
corn,1071.271850585938,Chicory,Thing,kg:/m/015rkd,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4M70SS2WHgSuk7sRM51VLDTKB0AoGMm8t6JrAt_S5Sabukctr,Plants,https://en.wikipedia.org/wiki/Chicory,"Common chicory, Cichorium intybus, is a somewhat woody, perennial herbaceous plant of the dandelion family Asteraceae, usually with bright blue flowers, rarely white or pink. "
corn,1058.549438476562,Cornwall,Place LandmarksOrHistoricalBuildings AdministrativeArea Thing,kg:/m/01q1j,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1crRFz1_cqv63gQkEl8aTU9yQlcp7uZueGz9RDQj_KOzl9stK,English unitary authority,https://en.wikipedia.org/wiki/Cornwall,"Cornwall is a ceremonial county in South West England, bordered to the north and west by the Celtic Sea, to the south by the English Channel, and to the east by Devon, the River Tamar forming the border between them. "
corn,925.3751220703125,Glucose,Thing,kg:/m/02kb_m_,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpjqfAIJAT_dmkotepdw8wpXikMi8rLe_SEwMWktNLGnwIW7Z-,Sugar substitute,https://en.wikipedia.org/wiki/Glucose,"Glucose is a simple sugar with the molecular formula C₆H₁₂O₆. Glucose is the most abundant monosaccharide, a subcategory of carbohydrates. "
corn,917.7989501953125,Cornerstone,Thing,kg:/m/02bb61,,,https://en.wikipedia.org/wiki/Cornerstone,"The cornerstone is the first stone set in the construction of a masonry foundation. All other stones will be set in reference to this stone, thus determining the position of the entire structure.
"
corn,774.841796875,Corn salad,Thing,kg:/m/03bd22,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRoEdP4g-ZyBrNpFefEXP9mBb8fnsfy-pP6h6NhtBO6Du7a3FyL,Plants,https://en.wikipedia.org/wiki/Valerianella_locusta,"Valerianella locusta is a small annual plant that is eaten as a leaf vegetable. It has a characteristic nutty flavour, dark green colour, and soft texture, and is popularly served as salad greens. "
corn,579.315673828125,Starch,Thing,kg:/m/06x3w,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRMgNwHlk2iGZct0fRmSipn_vcAcGWIVxR_DKkwxYm8amkrIZSn,Food,https://en.wikipedia.org/wiki/Starch,Starch or amylum is a polymeric carbohydrate consisting of numerous glucose units joined by glycosidic bonds. This polysaccharide is produced by most green plants as energy storage. 
corn,577.6904296875,Corniche,Thing,kg:/m/01__s5,,,https://en.wikipedia.org/wiki/Corniche,"A corniche is a road on the side of a cliff or mountain, with the ground rising on one side and falling away on the other. The word has been absorbed into English from the French term route à corniche or ""road on a ledge"", originally derived from the Italian cornice, for ""ledge""."
corn,417.0371704101562,Corn,Thing,kg:/m/0mgg8,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS9epNmuzJSOZREfpyJGkOIkzRDtB3AO2RtRj2mDl9wRCjPUx8l,Plants,https://en.wikipedia.org/wiki/Zea_(plant),"Zea is a genus of flowering plants in the grass family. The best-known species is Z. mays, one of the most important crops for human societies throughout much of the world. Several wild species are commonly known as teosintes and are native to Mesoamerica."
corn,410.2664794921875,Quest Diagnostics,Thing Corporation Organization,kg:/m/055z4_,,Company,https://en.wikipedia.org/wiki/Quest_Diagnostics,"Quest Diagnostics is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, United Kingdom, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe.
"
corn,379.0207214355469,Corn syrup,Thing,kg:/m/0h56l,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRqveYjVLdGsGdM8i9yAuJTznHG0z7ZNhH9Z55kgIOR083tomom,Food,https://en.wikipedia.org/wiki/Corn_syrup,"Corn syrup is a food syrup which is made from the starch of corn and contains varying amounts of maltose and higher oligosaccharides, depending on the grade. "
corn,330.7959899902344,Blue jay,Thing,kg:/m/01f8m5,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRMg1BfVBjRw1h9gz7tfZkRhtTTUIAsiLUNOXNS0in3CBGLAoER,Birds,https://en.wikipedia.org/wiki/Blue_jay,"The blue jay is a passerine bird in the family Corvidae, native to North America. It resides through most of eastern and central United States, although western populations may be migratory. "
corn,329.9434509277344,Corner kick,Thing,kg:/m/03l129,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRNr3MR8TWlLJNZYca26PAHsh4bVS4_ASW3btmKEDhClP9cQkbX,,https://en.wikipedia.org/wiki/Corner_kick,"A corner kick is the method of restarting play in a game of association football when the ball goes out of play over the goal line, without a goal being scored and having last been touched by a member of the defending team. "
corn,326.3844909667969,Common poppy,Thing,kg:/m/01sdsl,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTK_ov9mmTfKtNj8bfDJzhbJarFACIdh2VyT4wkPcD0vmx8lTPv,Plants,https://en.wikipedia.org/wiki/Papaver_rhoeas,"Papaver rhoeas is an annual herbaceous species of flowering plant in the poppy family, Papaveraceae. This poppy is notable as an agricultural weed and after World War I as a symbol of dead soldiers.
"
cranberries,418.3109436035156,Lingonberry,Thing,kg:/m/013sd_,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSKT8MVZrZCe9e3vTdpqIpWL0mOtruAjMNNpnyisybUsxwiBTK2,Plants,https://en.wikipedia.org/wiki/Vaccinium_vitis-idaea,"Vaccinium vitis-idaea is a short evergreen shrub in the heath family that bears edible fruit, native to boreal forest and Arctic tundra throughout the Northern Hemisphere from Eurasia to North America. "
cranberries,194.8000946044922,The Cranberries,Thing MusicGroup,kg:/m/01467z,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRCWKC6S1YPJJxY8Tmraw0zuR8WMCWQt5gwxGPcZsjRebHvyVnK,Rock band,https://en.wikipedia.org/wiki/The_Cranberries,"The Cranberries was an Irish rock band formed in Limerick, Ireland in 1989 by lead singer Niall Quinn, guitarist Noel Hogan, bassist Mike Hogan, and drummer Fergal Lawler. Quinn was replaced as lead singer by Dolores O'Riordan in 1990. "
cranberries,162.9642333984375,Vaccinium,Thing,kg:/g/121_c28l,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRuvui2UiRw7WBF2WnAegxxADCYh9EJlMsMyueQzWaobTMt-I6n,Plants,https://en.wikipedia.org/wiki/Vaccinium,"Vaccinium is a common and widespread genus of shrubs or dwarf shrubs in the heath family. The fruits of many species are eaten by humans and some are of commercial importance, including the cranberry, blueberry, bilberry, lingonberry, and huckleberry. "
cranberries,149.2767791748047,Ocean Spray,Thing Organization Corporation,kg:/m/049d51,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ-IUNB83VCfvQItzIpzi3UT25xIz0qjHSzZd4gdTcqQeR1tHVb,,https://en.wikipedia.org/wiki/Ocean_Spray_(cooperative),"Ocean Spray is an American agricultural cooperative of growers of cranberries and grapefruit headquartered in Plymouth County, Massachusetts. It currently has over 700 member growers. "
cranberries,48.43904876708984,The Rua,Thing MusicGroup,kg:/m/012pbjt9,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSCGUggGPshCW8NCJx-coUYkdY5o_IMq_Dc3DBOfYt5x1zjCy1E,Pop band,https://en.wikipedia.org/wiki/The_Rua,"The Rua are an Irish/British family pop-rock band from Windsor, England. The band consists of sisters, Roseanna, Alanna and brother, Jonathan Brown.
"
cranberries,33.60565948486328,The Cranberries Live,Thing,kg:/m/07khg24,,,https://en.wikipedia.org/wiki/The_Cranberries_Live,"Live is a concert video release by rock band The Cranberries. Recorded on 14 January 1994 at Astoria 2 on the band's stop in London, England, it was originally released on VHS in May 1994. The concert was re-released on DVD in February 2005.
"
cranberries,23.84794044494629,Cranberry sauce,Thing,kg:/m/0709jg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMLi4ykCR45AdhuUQ3enKx7mdKD0OF1fwyf0oAbfvKipK4DUF6,,https://en.wikipedia.org/wiki/Cranberry_sauce,"Cranberry sauce or cranberry jam is a sauce or relish made out of cranberries, commonly served as a condiment with Thanksgiving dinner in North America and Christmas dinner in the United Kingdom and Canada. "
cranberries,9.410479545593262,Dried cranberry,Thing,kg:/m/069yks,,,https://en.wikipedia.org/wiki/Dried_cranberry,"Dried cranberries are made by partially dehydrating fresh cranberries, a process similar to making grapes into raisins. They are popular in trail mix, salads, and breads, with cereals or eaten on their own. "
cranberries,7.749590396881104,Dreams,Thing MusicComposition,kg:/m/05qbcqd,,Song by Dolores O'Riordan and Noel Hogan,https://en.wikipedia.org/wiki/Dreams_(The_Cranberries_song),"""Dreams"" is a song by Irish rock band the Cranberries. It was released in 1992 as the band's debut single, later appearing on the studio album Everybody Else Is Doing It, So Why Can't We? "
cranberries,7.0,Cranberries,Thing,kg:/g/11ghfqnx5t,,,,
cranberries,7.0,Cranberries,Thing,kg:/g/11j3xkd0wg,,,,
cranberries,7.0,Cranberries,Thing,kg:/g/1s05vbztz,,,,
cranberries,7.0,Cranberries,Thing MusicRecording,kg:/g/11c5299fp0,,Song,,
cucumbers,4939.11376953125,Cucumber,Thing,kg:/m/015x4r,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEulO_YUb8w-LLfvvAh8QdQCMO5S7w42ejAcvE9LMcfNzIqeMk,Plants,https://en.wikipedia.org/wiki/Cucumber,"Cucumber is a widely cultivated plant in the gourd family, Cucurbitaceae. It is a creeping vine that bears cucumiform fruits that are used as vegetables. There are three main varieties of cucumber: slicing, pickling, and seedless. Within these varieties, several cultivars have been created. "
